Date,PUN,CALA,CNOR,CSUD,NORD,SARD,SICI,SUD
10/04/2023 06:00,107.55,107.55,107.55,107.55,107.55,107.55,107.55,107.55
10/04/2023 07:00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00
10/04/2023 08:00,120.00,122.04,122.04,122.04,122.04,126.00,122.04,122.04
10/04/2023 09:00,96.31,90.10,90.10,90.10,110.00,110.00,90.10,90.10
10/04/2023 10:00,90.10,83.46,83.46,83.46,95.24,44.70,83.46,83.46
10/04/2023 11:00,75.00,53.85,53.85,53.85,84.82,21.00,53.85,53.85
10/04/2023 12:00,59.50,17.52,49.55,17.52,81.91,20.00,17.52,17.52
10/04/2023 13:00,74.54,16.95,55.41,55.41,89.08,10.00,16.95,16.95
10/04/2023 14:00,81.48,32.32,76.97,76.97,89.08,20.00,32.32,32.32
10/04/2023 15:00,86.35,81.87,81.87,81.87,89.82,21.00,81.87,81.87
10/04/2023 16:00,84.82,84.82,84.82,84.82,84.82,5.00,84.82,84.82
10/04/2023 17:00,93.86,93.98,93.98,93.98,93.98,93.98,93.98,93.98
10/04/2023 18:00,134.84,134.84,134.84,134.84,134.84,134.84,134.84,134.84
10/04/2023 19:00,134.22,134.22,134.22,134.22,134.22,134.22,134.22,134.22
10/04/2023 20:00,106.75,106.48,106.48,106.48,106.48,106.48,106.48,106.48
10/04/2023 21:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
10/04/2023 22:00,86.35,86.35,86.35,86.35,86.35,86.35,86.35,86.35
10/04/2023 23:00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00
11/04/2023 00:00,79.08,79.08,79.08,79.08,79.08,79.08,79.08,79.08
11/04/2023 01:00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
11/04/2023 02:00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
11/04/2023 03:00,67.30,67.30,67.30,67.30,67.30,67.30,67.30,67.30
11/04/2023 04:00,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29
11/04/2023 05:00,92.55,92.55,92.55,92.55,92.55,92.55,92.55,92.55
11/04/2023 06:00,118.00,118.00,118.00,118.00,118.00,118.00,118.00,118.00
11/04/2023 07:00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00
11/04/2023 08:00,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46
11/04/2023 09:00,84.92,84.92,84.92,84.92,84.92,84.92,84.92,84.92
11/04/2023 10:00,67.30,67.30,67.30,67.30,67.30,67.30,67.30,67.30
11/04/2023 11:00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00
11/04/2023 12:00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
11/04/2023 13:00,35.85,35.85,35.85,35.85,35.85,35.85,35.85,35.85
11/04/2023 14:00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
11/04/2023 15:00,50.00,50.15,50.15,50.15,50.15,50.15,50.15,50.15
11/04/2023 16:00,71.99,71.99,71.99,71.99,71.99,71.99,71.99,71.99
11/04/2023 17:00,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81
11/04/2023 18:00,120.00,119.97,119.97,119.97,119.97,119.97,119.97,119.97
11/04/2023 19:00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00
11/04/2023 20:00,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98
11/04/2023 21:00,89.39,89.39,89.39,89.39,89.39,89.39,89.39,89.39
11/04/2023 22:00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00
11/04/2023 23:00,76.27,76.27,76.27,76.27,76.27,76.27,76.27,76.27
12/04/2023 00:00,65.39,65.20,65.20,65.20,65.20,65.20,65.20,65.20
12/04/2023 01:00,61.10,61.10,61.10,61.10,61.10,61.10,61.10,61.10
12/04/2023 02:00,61.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
12/04/2023 03:00,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73
12/04/2023 04:00,72.57,72.76,72.76,72.76,72.76,72.76,72.76,72.76
12/04/2023 05:00,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89
12/04/2023 06:00,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33
12/04/2023 07:00,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10
12/04/2023 08:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
12/04/2023 09:00,70.74,70.74,70.74,70.74,70.74,70.74,70.74,70.74
12/04/2023 10:00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00
12/04/2023 11:00,33.13,33.13,33.13,33.13,33.13,33.13,33.13,33.13
12/04/2023 12:00,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88
12/04/2023 13:00,32.80,32.80,32.80,32.80,32.80,32.80,32.80,32.80
12/04/2023 14:00,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17
12/04/2023 15:00,39.16,39.16,39.16,39.16,39.16,39.16,39.16,39.16
12/04/2023 16:00,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74
12/04/2023 17:00,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10
12/04/2023 18:00,125.60,125.60,125.60,125.60,125.60,125.60,125.60,125.60
12/04/2023 19:00,130.20,130.20,130.20,130.20,130.20,130.20,130.20,130.20
12/04/2023 20:00,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51
12/04/2023 21:00,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74
12/04/2023 22:00,88.00,88.00,88.00,88.00,88.00,88.00,88.00,88.00
12/04/2023 23:00,90.65,90.65,90.65,90.65,90.65,90.65,90.65,90.65
13/04/2023 00:00,85.98,85.98,85.98,85.98,85.98,85.98,85.98,85.98
13/04/2023 01:00,71.10,71.10,71.10,71.10,71.10,71.10,71.10,71.10
13/04/2023 02:00,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83
13/04/2023 03:00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00
13/04/2023 04:00,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02
13/04/2023 05:00,85.58,85.58,85.58,85.58,85.58,85.58,85.58,85.58
13/04/2023 06:00,91.69,91.69,91.69,91.69,91.69,91.69,91.69,91.69
13/04/2023 07:00,90.65,90.65,90.65,90.65,90.65,90.65,90.65,90.65
13/04/2023 08:00,74.86,74.86,74.86,74.86,74.86,74.86,74.86,74.86
13/04/2023 09:00,36.99,36.99,36.99,36.99,36.99,36.99,36.99,36.99
13/04/2023 10:00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00
13/04/2023 11:00,26.00,26.00,26.00,26.00,26.00,26.00,26.00,26.00
13/04/2023 12:00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00
13/04/2023 13:00,26.00,26.00,26.00,26.00,26.00,26.00,26.00,26.00
13/04/2023 14:00,30.89,30.89,30.89,30.89,30.89,30.89,30.89,30.89
13/04/2023 15:00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00
13/04/2023 16:00,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87
13/04/2023 17:00,93.83,93.83,93.83,93.83,93.83,93.83,93.83,93.83
13/04/2023 18:00,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02
13/04/2023 19:00,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29
13/04/2023 20:00,92.63,94.80,90.65,94.80,89.36,94.80,94.80,94.80
13/04/2023 21:00,90.65,93.35,90.02,93.35,89.69,93.35,93.35,93.35
13/04/2023 22:00,88.83,88.83,88.83,88.83,88.83,88.83,88.83,88.83
13/04/2023 23:00,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99
14/04/2023 00:00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00
14/04/2023 01:00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00
14/04/2023 02:00,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08
14/04/2023 03:00,74.55,74.55,74.55,74.55,74.55,74.55,74.55,74.55
14/04/2023 04:00,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55
14/04/2023 05:00,94.65,94.65,94.65,94.65,94.65,94.65,94.65,94.65
14/04/2023 06:00,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95
14/04/2023 07:00,94.90,94.90,94.90,94.90,94.90,94.90,94.90,94.90
14/04/2023 08:00,94.65,94.65,94.65,94.65,94.65,94.65,94.65,94.65
14/04/2023 09:00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00
14/04/2023 10:00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00
14/04/2023 11:00,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65
14/04/2023 12:00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
14/04/2023 13:00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
14/04/2023 14:00,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65
14/04/2023 15:00,38.15,38.15,38.15,38.15,38.15,38.15,38.15,38.15
14/04/2023 16:00,94.65,94.65,94.65,94.65,94.65,94.65,94.65,94.65
14/04/2023 17:00,109.15,109.15,109.15,109.15,109.15,109.15,109.15,109.15
14/04/2023 18:00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00
14/04/2023 19:00,135.20,135.20,135.20,135.20,135.20,135.20,135.20,135.20
14/04/2023 20:00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00
14/04/2023 21:00,100.50,103.62,103.62,103.62,96.34,103.62,103.62,103.62
14/04/2023 22:00,94.65,95.95,95.95,95.95,94.65,95.95,95.95,95.95
14/04/2023 23:00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00
15/04/2023 00:00,76.09,76.61,76.61,76.61,76.61,76.61,76.61,76.61
15/04/2023 01:00,73.87,73.80,73.80,73.80,73.80,73.80,73.80,73.80
15/04/2023 02:00,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30
15/04/2023 03:00,70.58,71.84,71.84,71.84,71.84,71.84,71.84,71.84
15/04/2023 04:00,82.08,82.50,82.50,82.50,82.50,82.50,82.50,82.50
15/04/2023 05:00,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99
15/04/2023 06:00,145.95,145.95,145.95,145.95,145.95,145.95,145.95,145.95
15/04/2023 07:00,144.00,143.13,143.13,143.13,143.13,143.13,143.13,143.13
15/04/2023 08:00,103.72,103.72,103.72,103.72,103.72,103.72,103.72,103.72
15/04/2023 09:00,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62
15/04/2023 10:00,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37
15/04/2023 11:00,69.50,69.50,69.50,69.50,69.50,69.50,69.50,69.50
15/04/2023 12:00,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04
15/04/2023 13:00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
15/04/2023 14:00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
15/04/2023 15:00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00
15/04/2023 16:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
15/04/2023 17:00,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64
15/04/2023 18:00,127.60,127.60,127.60,127.60,127.60,127.60,127.60,127.60
15/04/2023 19:00,126.23,126.23,126.23,126.23,126.23,126.23,126.23,126.23
15/04/2023 20:00,102.41,102.41,102.41,102.41,102.41,102.41,102.41,102.41
15/04/2023 21:00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00
15/04/2023 22:00,87.74,87.74,87.74,87.74,87.74,87.74,87.74,87.74
15/04/2023 23:00,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89
16/04/2023 00:00,48.71,48.76,48.76,48.76,48.76,48.76,48.76,48.76
16/04/2023 01:00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00
16/04/2023 02:00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00
16/04/2023 03:00,55.50,55.81,55.81,55.81,55.81,55.81,55.81,55.81
16/04/2023 04:00,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72
16/04/2023 05:00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00
16/04/2023 06:00,106.36,106.36,106.36,106.36,106.36,106.36,106.36,106.36
16/04/2023 07:00,120.43,120.43,120.43,120.43,120.43,120.43,120.43,120.43
16/04/2023 08:00,96.58,96.58,96.58,96.58,96.58,96.58,96.58,96.58
16/04/2023 09:00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
16/04/2023 10:00,61.70,62.37,62.37,62.37,62.37,10.00,62.37,62.37
16/04/2023 11:00,38.00,40.00,40.00,40.00,40.00,122.69,40.00,40.00
16/04/2023 12:00,35.00,40.00,40.00,40.00,40.00,101.00,40.00,40.00
16/04/2023 13:00,40.00,44.06,44.06,44.06,44.06,94.83,44.06,44.06
16/04/2023 14:00,50.00,55.00,55.00,55.00,55.00,101.00,55.00,55.00
16/04/2023 15:00,64.10,66.61,66.61,66.61,66.61,101.00,66.61,66.61
16/04/2023 16:00,78.10,80.24,80.24,80.24,80.24,0.50,80.24,80.24
16/04/2023 17:00,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97
16/04/2023 18:00,113.65,113.65,113.65,113.65,113.65,113.65,113.65,113.65
16/04/2023 19:00,122.52,122.52,122.52,122.52,122.52,122.52,122.52,122.52
16/04/2023 20:00,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76
16/04/2023 21:00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00
16/04/2023 22:00,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40
16/04/2023 23:00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00
17/04/2023 00:00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00
17/04/2023 01:00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00
17/04/2023 02:00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00
17/04/2023 03:00,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67
17/04/2023 04:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
17/04/2023 05:00,109.81,109.81,109.81,109.81,109.81,109.81,109.81,109.81
17/04/2023 06:00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00
17/04/2023 07:00,131.61,131.61,131.61,131.61,131.61,131.61,131.61,131.61
17/04/2023 08:00,108.04,108.04,108.04,108.04,108.04,108.04,108.04,108.04
17/04/2023 09:00,105.00,103.18,105.26,105.26,105.26,5.00,103.18,103.18
17/04/2023 10:00,99.14,70.81,104.28,104.28,104.28,133.69,70.81,70.81
17/04/2023 11:00,80.00,42.00,90.00,90.00,90.00,126.18,42.00,42.00
17/04/2023 12:00,75.99,33.22,85.33,85.33,85.33,123.07,33.22,33.22
17/04/2023 13:00,83.35,55.00,92.20,92.20,92.20,125.65,55.00,55.00
17/04/2023 14:00,90.10,69.83,101.99,101.99,101.99,127.66,69.83,69.83
17/04/2023 15:00,94.98,101.00,101.00,101.00,101.00,129.99,101.00,101.00
17/04/2023 16:00,103.22,104.28,104.28,104.28,104.28,134.53,104.28,104.28
17/04/2023 17:00,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34
17/04/2023 18:00,146.10,146.10,146.10,146.10,146.10,146.10,146.10,146.10
17/04/2023 19:00,151.62,151.62,151.62,151.62,151.62,151.62,151.62,151.62
17/04/2023 20:00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00
17/04/2023 21:00,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90
17/04/2023 22:00,100.90,100.90,100.90,100.90,100.90,100.90,100.90,100.90
17/04/2023 23:00,93.57,93.57,93.57,93.57,93.57,93.57,93.57,93.57
18/04/2023 00:00,87.10,87.10,87.10,87.10,87.10,87.10,87.10,87.10
18/04/2023 01:00,86.48,86.48,86.48,86.48,86.48,86.48,86.48,86.48
18/04/2023 02:00,87.76,87.76,87.76,87.76,87.76,87.76,87.76,87.76
18/04/2023 03:00,88.00,88.00,88.00,88.00,88.00,88.00,88.00,88.00
18/04/2023 04:00,99.76,99.76,99.76,99.76,99.76,99.76,99.76,99.76
18/04/2023 05:00,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66
18/04/2023 06:00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00
18/04/2023 07:00,152.85,152.85,152.85,152.85,152.85,152.85,152.85,152.85
18/04/2023 08:00,114.41,114.41,114.41,114.41,114.41,74.70,114.41,114.41
18/04/2023 09:00,103.66,103.85,103.85,103.85,103.85,5.00,103.85,103.85
18/04/2023 10:00,93.36,94.45,94.45,94.45,94.45,125.47,94.45,94.45
18/04/2023 11:00,86.00,87.76,87.76,87.76,87.76,114.10,87.76,87.76
18/04/2023 12:00,90.10,93.00,93.00,93.00,93.00,113.90,93.00,93.00
18/04/2023 13:00,90.10,90.10,90.10,90.10,90.10,113.90,90.10,90.10
18/04/2023 14:00,103.66,103.85,103.85,103.85,103.85,121.73,103.85,103.85
18/04/2023 15:00,104.12,104.99,104.99,104.99,104.99,127.75,104.99,104.99
18/04/2023 16:00,105.90,105.90,105.90,105.90,105.90,105.90,105.90,105.90
18/04/2023 17:00,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23
18/04/2023 18:00,146.21,146.21,146.21,146.21,146.21,146.21,146.21,146.21
18/04/2023 19:00,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12
18/04/2023 20:00,129.95,129.95,129.95,129.95,129.95,129.95,129.95,129.95
18/04/2023 21:00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00
18/04/2023 22:00,104.99,104.99,104.99,104.99,104.99,104.99,104.99,104.99
18/04/2023 23:00,90.49,90.49,90.49,90.49,90.49,90.49,90.49,90.49
19/04/2023 00:00,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.09
19/04/2023 01:00,84.92,84.92,84.92,84.92,84.92,84.92,84.92,84.92
19/04/2023 02:00,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50
19/04/2023 03:00,75.73,75.73,75.73,75.73,75.73,75.73,75.73,75.73
19/04/2023 04:00,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76
19/04/2023 05:00,106.11,106.11,106.11,106.11,106.11,106.11,106.11,106.11
19/04/2023 06:00,119.28,119.28,119.28,119.28,119.28,119.28,119.28,119.28
19/04/2023 07:00,115.06,115.06,115.06,115.06,115.06,115.06,115.06,115.06
19/04/2023 08:00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00
19/04/2023 09:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
19/04/2023 10:00,83.50,83.50,83.50,83.50,83.50,83.50,83.50,83.50
19/04/2023 11:00,80.00,80.00,80.00,80.00,80.00,10.00,80.00,80.00
19/04/2023 12:00,65.00,68.75,68.75,68.75,68.75,10.00,68.75,68.75
19/04/2023 13:00,68.53,56.00,71.72,56.00,71.72,10.00,56.00,56.00
19/04/2023 14:00,60.00,60.00,60.00,60.00,60.00,10.00,60.00,60.00
19/04/2023 15:00,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19
19/04/2023 16:00,74.21,74.21,74.21,74.21,74.21,74.21,74.21,74.21
19/04/2023 17:00,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09
19/04/2023 18:00,119.40,119.40,119.40,119.40,119.40,119.40,119.40,119.40
19/04/2023 19:00,125.18,125.18,125.18,125.18,125.18,125.18,125.18,125.18
19/04/2023 20:00,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64
19/04/2023 21:00,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99
19/04/2023 22:00,96.23,96.23,96.23,96.23,96.23,96.23,96.23,96.23
19/04/2023 23:00,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43
20/04/2023 00:00,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26
20/04/2023 01:00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00
20/04/2023 02:00,91.08,91.08,91.08,91.08,91.08,91.08,91.08,91.08
20/04/2023 03:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
20/04/2023 04:00,97.00,97.00,97.00,97.00,97.00,97.00,97.00,97.00
20/04/2023 05:00,101.74,101.74,101.74,101.74,101.74,101.74,101.74,101.74
20/04/2023 06:00,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29
20/04/2023 07:00,110.07,110.07,110.07,110.07,110.07,110.07,110.07,110.07
20/04/2023 08:00,106.00,106.01,106.01,106.01,106.01,187.06,106.01,106.01
20/04/2023 09:00,94.92,96.42,96.42,96.42,96.42,142.24,96.42,96.42
20/04/2023 10:00,50.00,59.39,59.39,59.39,59.39,137.10,59.39,59.39
20/04/2023 11:00,16.00,9.65,37.85,37.85,37.85,111.92,9.65,9.65
20/04/2023 12:00,11.29,31.00,32.30,32.30,32.30,111.03,31.00,31.00
20/04/2023 13:00,28.25,33.38,33.38,33.38,33.38,111.91,33.38,33.38
20/04/2023 14:00,43.30,51.53,51.53,51.53,51.53,130.13,51.53,51.53
20/04/2023 15:00,85.00,90.10,90.10,90.10,90.10,134.52,90.10,90.10
20/04/2023 16:00,101.55,102.00,102.00,102.00,102.00,137.68,102.00,102.00
20/04/2023 17:00,108.13,108.13,108.13,108.13,108.13,108.13,108.13,108.13
20/04/2023 18:00,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60
20/04/2023 19:00,118.07,118.07,118.07,118.07,118.07,118.07,118.07,118.07
20/04/2023 20:00,108.09,108.09,108.09,108.09,108.09,108.09,108.09,108.09
20/04/2023 21:00,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46
20/04/2023 22:00,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43
20/04/2023 23:00,102.47,102.47,102.47,102.47,102.47,102.47,102.47,102.47
21/04/2023 00:00,102.43,102.43,102.43,102.43,102.43,102.43,102.43,102.43
21/04/2023 01:00,102.40,102.40,102.40,102.40,102.40,102.40,102.40,102.40
21/04/2023 02:00,102.27,102.27,102.27,102.27,102.27,102.27,102.27,102.27
21/04/2023 03:00,102.27,102.27,102.27,102.27,102.27,102.27,102.27,102.27
21/04/2023 04:00,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43
21/04/2023 05:00,102.27,102.27,102.27,102.27,102.27,102.27,102.27,102.27
21/04/2023 06:00,102.30,102.30,102.30,102.30,102.30,102.30,102.30,102.30
21/04/2023 07:00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00
21/04/2023 08:00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00
21/04/2023 09:00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
21/04/2023 10:00,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65
21/04/2023 11:00,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65
21/04/2023 12:00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
21/04/2023 13:00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
21/04/2023 14:00,29.00,29.00,29.00,29.00,29.00,10.00,29.00,29.00
21/04/2023 15:00,86.45,86.45,86.45,86.45,86.45,86.45,86.45,86.45
21/04/2023 16:00,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43
21/04/2023 17:00,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11
21/04/2023 18:00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00
21/04/2023 19:00,118.07,130.36,130.36,130.36,105.34,130.36,130.36,130.36
21/04/2023 20:00,106.00,120.00,120.00,120.00,103.07,120.00,120.00,120.00
21/04/2023 21:00,103.31,103.31,103.31,103.31,103.28,103.31,103.31,103.31
21/04/2023 22:00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
21/04/2023 23:00,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14
22/04/2023 00:00,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99
22/04/2023 01:00,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99
22/04/2023 02:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
22/04/2023 03:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
22/04/2023 04:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
22/04/2023 05:00,106.06,106.06,106.06,106.06,106.06,106.06,106.06,106.06
22/04/2023 06:00,130.00,130.06,130.06,130.06,130.06,130.06,130.06,130.06
22/04/2023 07:00,140.20,140.20,140.20,140.20,140.20,140.20,140.20,140.20
22/04/2023 08:00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00
22/04/2023 09:00,106.08,106.08,106.08,106.08,106.08,10.00,106.08,106.08
22/04/2023 10:00,105.00,105.35,105.35,105.35,105.35,5.00,105.35,105.35
22/04/2023 11:00,102.77,102.93,102.93,102.93,102.93,5.00,102.93,102.93
22/04/2023 12:00,102.77,102.77,102.77,102.77,102.77,3.00,102.77,102.77
22/04/2023 13:00,103.45,103.66,103.66,103.66,103.66,3.00,103.66,103.66
22/04/2023 14:00,103.45,103.63,103.63,103.63,103.63,5.00,103.63,103.63
22/04/2023 15:00,106.06,106.06,106.06,106.06,106.06,79.94,106.06,106.06
22/04/2023 16:00,106.06,106.06,106.06,106.06,106.06,106.06,106.06,106.06
22/04/2023 17:00,115.50,115.23,115.23,115.23,115.23,115.23,115.23,115.23
22/04/2023 18:00,151.04,151.04,151.04,151.04,151.04,151.04,151.04,151.04
22/04/2023 19:00,160.01,162.55,162.55,162.55,162.55,162.55,162.55,162.55
22/04/2023 20:00,132.00,132.00,132.00,132.00,132.00,132.00,132.00,132.00
22/04/2023 21:00,106.34,106.34,106.34,106.34,106.34,106.34,106.34,106.34
22/04/2023 22:00,109.08,109.08,109.08,109.08,109.08,109.08,109.08,109.08
22/04/2023 23:00,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40
23/04/2023 00:00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
23/04/2023 01:00,90.23,90.23,90.23,90.23,90.23,90.23,90.23,90.23
23/04/2023 02:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
23/04/2023 03:00,90.10,90.10,90.10,90.10,90.10,90.10,90.10,90.10
23/04/2023 04:00,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.02
23/04/2023 05:00,118.80,118.80,118.80,118.80,118.80,118.80,118.80,118.80
23/04/2023 06:00,146.48,146.48,146.48,146.48,146.48,146.48,146.48,146.48
23/04/2023 07:00,138.18,138.18,138.18,138.18,138.18,138.18,138.18,138.18
23/04/2023 08:00,130.00,130.00,130.00,130.00,130.00,130.00,130.00,130.00
23/04/2023 09:00,105.35,106.08,106.08,106.08,106.08,3.00,106.08,106.08
23/04/2023 10:00,103.78,103.97,103.97,103.97,103.97,98.66,103.97,103.97
23/04/2023 11:00,90.10,90.56,90.56,90.56,90.56,99.00,90.56,90.56
23/04/2023 12:00,84.60,83.00,90.10,83.00,90.10,64.84,83.00,83.00
23/04/2023 13:00,89.00,78.62,95.10,78.62,95.10,61.00,78.62,78.62
23/04/2023 14:00,89.50,79.67,97.15,79.67,97.15,81.00,79.67,79.67
23/04/2023 15:00,90.56,86.95,99.87,86.95,99.87,105.00,86.95,86.95
23/04/2023 16:00,97.00,98.64,98.64,98.64,98.64,110.00,98.64,98.64
23/04/2023 17:00,105.35,105.35,105.35,105.35,105.35,105.35,105.35,105.35
