Mese,Regione,Classe potenza,Working day,Ora,Prelievo medio Orario Regionale (kWh)
6,Puglia,4.5<P<=6,Giorno feriale,17,0.561
6,Puglia,4.5<P<=6,Giorno feriale,18,0.595
6,Puglia,4.5<P<=6,Giorno feriale,19,0.657
6,Puglia,4.5<P<=6,Giorno feriale,20,0.742
6,Puglia,4.5<P<=6,Giorno feriale,21,0.758
6,Puglia,4.5<P<=6,Giorno feriale,22,0.695
6,Puglia,4.5<P<=6,Giorno feriale,23,0.608
6,Puglia,4.5<P<=6,Sabato,0,0.494
6,Puglia,4.5<P<=6,Sabato,1,0.43
6,Puglia,4.5<P<=6,Sabato,2,0.398
6,Puglia,4.5<P<=6,Sabato,3,0.38
6,Puglia,4.5<P<=6,Sabato,4,0.373
6,Puglia,4.5<P<=6,Sabato,5,0.373
6,Puglia,4.5<P<=6,Sabato,6,0.383
6,Puglia,4.5<P<=6,Sabato,7,0.423
6,Puglia,4.5<P<=6,Sabato,8,0.454
6,Puglia,4.5<P<=6,Sabato,9,0.47
6,Puglia,4.5<P<=6,Sabato,10,0.466
6,Puglia,4.5<P<=6,Sabato,11,0.47
6,Puglia,4.5<P<=6,Sabato,12,0.503
6,Puglia,4.5<P<=6,Sabato,13,0.533
6,Puglia,4.5<P<=6,Sabato,14,0.519
6,Puglia,4.5<P<=6,Sabato,15,0.513
6,Puglia,4.5<P<=6,Sabato,16,0.516
6,Puglia,4.5<P<=6,Sabato,17,0.544
6,Puglia,4.5<P<=6,Sabato,18,0.589
6,Puglia,4.5<P<=6,Sabato,19,0.632
6,Puglia,4.5<P<=6,Sabato,20,0.682
6,Puglia,4.5<P<=6,Sabato,21,0.657
6,Puglia,4.5<P<=6,Sabato,22,0.589
6,Puglia,4.5<P<=6,Sabato,23,0.538
6,Puglia,4.5<P<=6,Domenica,0,0.464
6,Puglia,4.5<P<=6,Domenica,1,0.407
6,Puglia,4.5<P<=6,Domenica,2,0.374
6,Puglia,4.5<P<=6,Domenica,3,0.358
6,Puglia,4.5<P<=6,Domenica,4,0.351
6,Puglia,4.5<P<=6,Domenica,5,0.347
6,Puglia,4.5<P<=6,Domenica,6,0.35
6,Puglia,4.5<P<=6,Domenica,7,0.383
6,Puglia,4.5<P<=6,Domenica,8,0.429
6,Puglia,4.5<P<=6,Domenica,9,0.466
6,Puglia,4.5<P<=6,Domenica,10,0.473
6,Puglia,4.5<P<=6,Domenica,11,0.478
6,Puglia,4.5<P<=6,Domenica,12,0.5
6,Puglia,4.5<P<=6,Domenica,13,0.481
6,Puglia,4.5<P<=6,Domenica,14,0.446
6,Puglia,4.5<P<=6,Domenica,15,0.443
6,Puglia,4.5<P<=6,Domenica,16,0.451
6,Puglia,4.5<P<=6,Domenica,17,0.49
6,Puglia,4.5<P<=6,Domenica,18,0.544
6,Puglia,4.5<P<=6,Domenica,19,0.588
6,Puglia,4.5<P<=6,Domenica,20,0.644
6,Puglia,4.5<P<=6,Domenica,21,0.645
6,Puglia,4.5<P<=6,Domenica,22,0.596
6,Puglia,4.5<P<=6,Domenica,23,0.53
6,Sardegna,4.5<P<=6,Giorno feriale,0,0.374
6,Sardegna,4.5<P<=6,Giorno feriale,1,0.308
6,Sardegna,4.5<P<=6,Giorno feriale,2,0.278
6,Sardegna,4.5<P<=6,Giorno feriale,3,0.264
6,Sardegna,4.5<P<=6,Giorno feriale,4,0.259
6,Sardegna,4.5<P<=6,Giorno feriale,5,0.273
6,Sardegna,4.5<P<=6,Giorno feriale,6,0.318
6,Sardegna,4.5<P<=6,Giorno feriale,7,0.396
6,Sardegna,4.5<P<=6,Giorno feriale,8,0.423
6,Sardegna,4.5<P<=6,Giorno feriale,9,0.404
6,Sardegna,4.5<P<=6,Giorno feriale,10,0.381
6,Sardegna,4.5<P<=6,Giorno feriale,11,0.378
6,Sardegna,4.5<P<=6,Giorno feriale,12,0.415
6,Sardegna,4.5<P<=6,Giorno feriale,13,0.456
6,Sardegna,4.5<P<=6,Giorno feriale,14,0.45
6,Sardegna,4.5<P<=6,Giorno feriale,15,0.43
6,Sardegna,4.5<P<=6,Giorno feriale,16,0.42
6,Sardegna,4.5<P<=6,Giorno feriale,17,0.427
6,Sardegna,4.5<P<=6,Giorno feriale,18,0.449
6,Sardegna,4.5<P<=6,Giorno feriale,19,0.522
6,Sardegna,4.5<P<=6,Giorno feriale,20,0.623
6,Sardegna,4.5<P<=6,Giorno feriale,21,0.636
6,Sardegna,4.5<P<=6,Giorno feriale,22,0.571
6,Sardegna,4.5<P<=6,Giorno feriale,23,0.473
6,Sardegna,4.5<P<=6,Sabato,0,0.359
6,Sardegna,4.5<P<=6,Sabato,1,0.3
6,Sardegna,4.5<P<=6,Sabato,2,0.27
6,Sardegna,4.5<P<=6,Sabato,3,0.257
6,Sardegna,4.5<P<=6,Sabato,4,0.251
6,Sardegna,4.5<P<=6,Sabato,5,0.263
6,Sardegna,4.5<P<=6,Sabato,6,0.291
6,Sardegna,4.5<P<=6,Sabato,7,0.349
6,Sardegna,4.5<P<=6,Sabato,8,0.401
6,Sardegna,4.5<P<=6,Sabato,9,0.419
6,Sardegna,4.5<P<=6,Sabato,10,0.41
6,Sardegna,4.5<P<=6,Sabato,11,0.401
6,Sardegna,4.5<P<=6,Sabato,12,0.433
6,Sardegna,4.5<P<=6,Sabato,13,0.462
6,Sardegna,4.5<P<=6,Sabato,14,0.446
6,Sardegna,4.5<P<=6,Sabato,15,0.428
6,Sardegna,4.5<P<=6,Sabato,16,0.423
6,Sardegna,4.5<P<=6,Sabato,17,0.437
6,Sardegna,4.5<P<=6,Sabato,18,0.463
6,Sardegna,4.5<P<=6,Sabato,19,0.51
6,Sardegna,4.5<P<=6,Sabato,20,0.575
6,Sardegna,4.5<P<=6,Sabato,21,0.558
6,Sardegna,4.5<P<=6,Sabato,22,0.502
6,Sardegna,4.5<P<=6,Sabato,23,0.438
6,Sardegna,4.5<P<=6,Domenica,0,0.363
6,Sardegna,4.5<P<=6,Domenica,1,0.307
6,Sardegna,4.5<P<=6,Domenica,2,0.276
6,Sardegna,4.5<P<=6,Domenica,3,0.26
6,Sardegna,4.5<P<=6,Domenica,4,0.253
6,Sardegna,4.5<P<=6,Domenica,5,0.261
6,Sardegna,4.5<P<=6,Domenica,6,0.277
6,Sardegna,4.5<P<=6,Domenica,7,0.31
6,Sardegna,4.5<P<=6,Domenica,8,0.368
6,Sardegna,4.5<P<=6,Domenica,9,0.418
6,Sardegna,4.5<P<=6,Domenica,10,0.443
6,Sardegna,4.5<P<=6,Domenica,11,0.458
6,Sardegna,4.5<P<=6,Domenica,12,0.492
6,Sardegna,4.5<P<=6,Domenica,13,0.477
6,Sardegna,4.5<P<=6,Domenica,14,0.434
6,Sardegna,4.5<P<=6,Domenica,15,0.416
6,Sardegna,4.5<P<=6,Domenica,16,0.415
6,Sardegna,4.5<P<=6,Domenica,17,0.435
6,Sardegna,4.5<P<=6,Domenica,18,0.468
6,Sardegna,4.5<P<=6,Domenica,19,0.519
6,Sardegna,4.5<P<=6,Domenica,20,0.593
6,Sardegna,4.5<P<=6,Domenica,21,0.604
6,Sardegna,4.5<P<=6,Domenica,22,0.546
6,Sardegna,4.5<P<=6,Domenica,23,0.458
6,Sicilia,4.5<P<=6,Giorno feriale,0,0.481
6,Sicilia,4.5<P<=6,Giorno feriale,1,0.412
6,Sicilia,4.5<P<=6,Giorno feriale,2,0.375
6,Sicilia,4.5<P<=6,Giorno feriale,3,0.356
6,Sicilia,4.5<P<=6,Giorno feriale,4,0.346
6,Sicilia,4.5<P<=6,Giorno feriale,5,0.347
6,Sicilia,4.5<P<=6,Giorno feriale,6,0.364
6,Sicilia,4.5<P<=6,Giorno feriale,7,0.414
6,Sicilia,4.5<P<=6,Giorno feriale,8,0.448
6,Sicilia,4.5<P<=6,Giorno feriale,9,0.465
6,Sicilia,4.5<P<=6,Giorno feriale,10,0.469
6,Sicilia,4.5<P<=6,Giorno feriale,11,0.476
6,Sicilia,4.5<P<=6,Giorno feriale,12,0.509
6,Sicilia,4.5<P<=6,Giorno feriale,13,0.56
6,Sicilia,4.5<P<=6,Giorno feriale,14,0.576
6,Sicilia,4.5<P<=6,Giorno feriale,15,0.564
6,Sicilia,4.5<P<=6,Giorno feriale,16,0.553
6,Sicilia,4.5<P<=6,Giorno feriale,17,0.554
6,Sicilia,4.5<P<=6,Giorno feriale,18,0.57
6,Sicilia,4.5<P<=6,Giorno feriale,19,0.635
6,Sicilia,4.5<P<=6,Giorno feriale,20,0.735
6,Sicilia,4.5<P<=6,Giorno feriale,21,0.748
6,Sicilia,4.5<P<=6,Giorno feriale,22,0.688
6,Sicilia,4.5<P<=6,Giorno feriale,23,0.596
6,Sicilia,4.5<P<=6,Sabato,0,0.473
6,Sicilia,4.5<P<=6,Sabato,1,0.407
6,Sicilia,4.5<P<=6,Sabato,2,0.37
6,Sicilia,4.5<P<=6,Sabato,3,0.35
6,Sicilia,4.5<P<=6,Sabato,4,0.341
6,Sicilia,4.5<P<=6,Sabato,5,0.34
6,Sicilia,4.5<P<=6,Sabato,6,0.346
6,Sicilia,4.5<P<=6,Sabato,7,0.391
6,Sicilia,4.5<P<=6,Sabato,8,0.448
6,Sicilia,4.5<P<=6,Sabato,9,0.481
6,Sicilia,4.5<P<=6,Sabato,10,0.486
6,Sicilia,4.5<P<=6,Sabato,11,0.488
6,Sicilia,4.5<P<=6,Sabato,12,0.511
6,Sicilia,4.5<P<=6,Sabato,13,0.546
6,Sicilia,4.5<P<=6,Sabato,14,0.547
6,Sicilia,4.5<P<=6,Sabato,15,0.541
6,Sicilia,4.5<P<=6,Sabato,16,0.535
6,Sicilia,4.5<P<=6,Sabato,17,0.541
6,Sicilia,4.5<P<=6,Sabato,18,0.555
6,Sicilia,4.5<P<=6,Sabato,19,0.594
6,Sicilia,4.5<P<=6,Sabato,20,0.655
6,Sicilia,4.5<P<=6,Sabato,21,0.64
6,Sicilia,4.5<P<=6,Sabato,22,0.588
6,Sicilia,4.5<P<=6,Sabato,23,0.535
6,Sicilia,4.5<P<=6,Domenica,0,0.454
6,Sicilia,4.5<P<=6,Domenica,1,0.391
6,Sicilia,4.5<P<=6,Domenica,2,0.355
6,Sicilia,4.5<P<=6,Domenica,3,0.336
6,Sicilia,4.5<P<=6,Domenica,4,0.326
6,Sicilia,4.5<P<=6,Domenica,5,0.323
6,Sicilia,4.5<P<=6,Domenica,6,0.321
6,Sicilia,4.5<P<=6,Domenica,7,0.352
6,Sicilia,4.5<P<=6,Domenica,8,0.41
6,Sicilia,4.5<P<=6,Domenica,9,0.459
6,Sicilia,4.5<P<=6,Domenica,10,0.482
6,Sicilia,4.5<P<=6,Domenica,11,0.492
6,Sicilia,4.5<P<=6,Domenica,12,0.513
6,Sicilia,4.5<P<=6,Domenica,13,0.504
6,Sicilia,4.5<P<=6,Domenica,14,0.48
6,Sicilia,4.5<P<=6,Domenica,15,0.477
6,Sicilia,4.5<P<=6,Domenica,16,0.481
6,Sicilia,4.5<P<=6,Domenica,17,0.5
6,Sicilia,4.5<P<=6,Domenica,18,0.527
6,Sicilia,4.5<P<=6,Domenica,19,0.575
6,Sicilia,4.5<P<=6,Domenica,20,0.646
6,Sicilia,4.5<P<=6,Domenica,21,0.654
6,Sicilia,4.5<P<=6,Domenica,22,0.605
6,Sicilia,4.5<P<=6,Domenica,23,0.535
6,Toscana,4.5<P<=6,Giorno feriale,0,0.42
6,Toscana,4.5<P<=6,Giorno feriale,1,0.355
6,Toscana,4.5<P<=6,Giorno feriale,2,0.323
6,Toscana,4.5<P<=6,Giorno feriale,3,0.308
6,Toscana,4.5<P<=6,Giorno feriale,4,0.3
6,Toscana,4.5<P<=6,Giorno feriale,5,0.303
6,Toscana,4.5<P<=6,Giorno feriale,6,0.323
6,Toscana,4.5<P<=6,Giorno feriale,7,0.374
6,Toscana,4.5<P<=6,Giorno feriale,8,0.403
6,Toscana,4.5<P<=6,Giorno feriale,9,0.413
6,Toscana,4.5<P<=6,Giorno feriale,10,0.41
6,Toscana,4.5<P<=6,Giorno feriale,11,0.416
6,Toscana,4.5<P<=6,Giorno feriale,12,0.441
6,Toscana,4.5<P<=6,Giorno feriale,13,0.461
6,Toscana,4.5<P<=6,Giorno feriale,14,0.473
6,Toscana,4.5<P<=6,Giorno feriale,15,0.462
6,Toscana,4.5<P<=6,Giorno feriale,16,0.447
6,Toscana,4.5<P<=6,Giorno feriale,17,0.451
6,Toscana,4.5<P<=6,Giorno feriale,18,0.488
6,Toscana,4.5<P<=6,Giorno feriale,19,0.586
6,Toscana,4.5<P<=6,Giorno feriale,20,0.631
6,Toscana,4.5<P<=6,Giorno feriale,21,0.65
6,Toscana,4.5<P<=6,Giorno feriale,22,0.61
6,Toscana,4.5<P<=6,Giorno feriale,23,0.518
6,Toscana,4.5<P<=6,Sabato,0,0.411
6,Toscana,4.5<P<=6,Sabato,1,0.348
6,Toscana,4.5<P<=6,Sabato,2,0.315
6,Toscana,4.5<P<=6,Sabato,3,0.299
6,Toscana,4.5<P<=6,Sabato,4,0.291
6,Toscana,4.5<P<=6,Sabato,5,0.294
6,Toscana,4.5<P<=6,Sabato,6,0.303
6,Toscana,4.5<P<=6,Sabato,7,0.341
6,Toscana,4.5<P<=6,Sabato,8,0.391
6,Toscana,4.5<P<=6,Sabato,9,0.421
6,Toscana,4.5<P<=6,Sabato,10,0.427
6,Toscana,4.5<P<=6,Sabato,11,0.429
6,Toscana,4.5<P<=6,Sabato,12,0.456
6,Toscana,4.5<P<=6,Sabato,13,0.463
6,Toscana,4.5<P<=6,Sabato,14,0.471
6,Toscana,4.5<P<=6,Sabato,15,0.462
6,Toscana,4.5<P<=6,Sabato,16,0.449
6,Toscana,4.5<P<=6,Sabato,17,0.452
6,Toscana,4.5<P<=6,Sabato,18,0.482
6,Toscana,4.5<P<=6,Sabato,19,0.556
6,Toscana,4.5<P<=6,Sabato,20,0.575
6,Toscana,4.5<P<=6,Sabato,21,0.566
6,Toscana,4.5<P<=6,Sabato,22,0.536
6,Toscana,4.5<P<=6,Sabato,23,0.483
6,Toscana,4.5<P<=6,Domenica,0,0.408
6,Toscana,4.5<P<=6,Domenica,1,0.346
6,Toscana,4.5<P<=6,Domenica,2,0.311
6,Toscana,4.5<P<=6,Domenica,3,0.295
6,Toscana,4.5<P<=6,Domenica,4,0.286
6,Toscana,4.5<P<=6,Domenica,5,0.286
6,Toscana,4.5<P<=6,Domenica,6,0.288
6,Toscana,4.5<P<=6,Domenica,7,0.314
6,Toscana,4.5<P<=6,Domenica,8,0.368
6,Toscana,4.5<P<=6,Domenica,9,0.416
6,Toscana,4.5<P<=6,Domenica,10,0.445
6,Toscana,4.5<P<=6,Domenica,11,0.466
6,Toscana,4.5<P<=6,Domenica,12,0.489
6,Toscana,4.5<P<=6,Domenica,13,0.457
6,Toscana,4.5<P<=6,Domenica,14,0.455
6,Toscana,4.5<P<=6,Domenica,15,0.449
6,Toscana,4.5<P<=6,Domenica,16,0.438
6,Toscana,4.5<P<=6,Domenica,17,0.446
6,Toscana,4.5<P<=6,Domenica,18,0.482
6,Toscana,4.5<P<=6,Domenica,19,0.559
6,Toscana,4.5<P<=6,Domenica,20,0.594
6,Toscana,4.5<P<=6,Domenica,21,0.606
6,Toscana,4.5<P<=6,Domenica,22,0.571
6,Toscana,4.5<P<=6,Domenica,23,0.491
6,Umbria,4.5<P<=6,Giorno feriale,0,0.438
6,Umbria,4.5<P<=6,Giorno feriale,1,0.383
6,Umbria,4.5<P<=6,Giorno feriale,2,0.356
6,Umbria,4.5<P<=6,Giorno feriale,3,0.344
6,Umbria,4.5<P<=6,Giorno feriale,4,0.339
6,Umbria,4.5<P<=6,Giorno feriale,5,0.343
6,Umbria,4.5<P<=6,Giorno feriale,6,0.362
6,Umbria,4.5<P<=6,Giorno feriale,7,0.403
6,Umbria,4.5<P<=6,Giorno feriale,8,0.423
6,Umbria,4.5<P<=6,Giorno feriale,9,0.424
6,Umbria,4.5<P<=6,Giorno feriale,10,0.419
6,Umbria,4.5<P<=6,Giorno feriale,11,0.425
6,Umbria,4.5<P<=6,Giorno feriale,12,0.446
6,Umbria,4.5<P<=6,Giorno feriale,13,0.444
6,Umbria,4.5<P<=6,Giorno feriale,14,0.456
6,Umbria,4.5<P<=6,Giorno feriale,15,0.457
6,Umbria,4.5<P<=6,Giorno feriale,16,0.45
6,Umbria,4.5<P<=6,Giorno feriale,17,0.459
6,Umbria,4.5<P<=6,Giorno feriale,18,0.511
6,Umbria,4.5<P<=6,Giorno feriale,19,0.629
6,Umbria,4.5<P<=6,Giorno feriale,20,0.666
6,Umbria,4.5<P<=6,Giorno feriale,21,0.671
6,Umbria,4.5<P<=6,Giorno feriale,22,0.62
6,Umbria,4.5<P<=6,Giorno feriale,23,0.528
6,Umbria,4.5<P<=6,Sabato,0,0.437
6,Umbria,4.5<P<=6,Sabato,1,0.38
6,Umbria,4.5<P<=6,Sabato,2,0.354
6,Umbria,4.5<P<=6,Sabato,3,0.341
6,Umbria,4.5<P<=6,Sabato,4,0.335
6,Umbria,4.5<P<=6,Sabato,5,0.338
6,Umbria,4.5<P<=6,Sabato,6,0.351
6,Umbria,4.5<P<=6,Sabato,7,0.386
6,Umbria,4.5<P<=6,Sabato,8,0.425
6,Umbria,4.5<P<=6,Sabato,9,0.449
6,Umbria,4.5<P<=6,Sabato,10,0.452
6,Umbria,4.5<P<=6,Sabato,11,0.453
6,Umbria,4.5<P<=6,Sabato,12,0.474
6,Umbria,4.5<P<=6,Sabato,13,0.464
6,Umbria,4.5<P<=6,Sabato,14,0.473
6,Umbria,4.5<P<=6,Sabato,15,0.477
6,Umbria,4.5<P<=6,Sabato,16,0.47
6,Umbria,4.5<P<=6,Sabato,17,0.476
6,Umbria,4.5<P<=6,Sabato,18,0.521
6,Umbria,4.5<P<=6,Sabato,19,0.619
6,Umbria,4.5<P<=6,Sabato,20,0.629
6,Umbria,4.5<P<=6,Sabato,21,0.614
6,Umbria,4.5<P<=6,Sabato,22,0.576
6,Umbria,4.5<P<=6,Sabato,23,0.513
6,Umbria,4.5<P<=6,Domenica,0,0.442
6,Umbria,4.5<P<=6,Domenica,1,0.386
6,Umbria,4.5<P<=6,Domenica,2,0.355
6,Umbria,4.5<P<=6,Domenica,3,0.339
6,Umbria,4.5<P<=6,Domenica,4,0.335
6,Umbria,4.5<P<=6,Domenica,5,0.334
6,Umbria,4.5<P<=6,Domenica,6,0.332
6,Umbria,4.5<P<=6,Domenica,7,0.358
6,Umbria,4.5<P<=6,Domenica,8,0.41
6,Umbria,4.5<P<=6,Domenica,9,0.457
6,Umbria,4.5<P<=6,Domenica,10,0.485
6,Umbria,4.5<P<=6,Domenica,11,0.506
6,Umbria,4.5<P<=6,Domenica,12,0.524
6,Umbria,4.5<P<=6,Domenica,13,0.462
6,Umbria,4.5<P<=6,Domenica,14,0.45
6,Umbria,4.5<P<=6,Domenica,15,0.453
6,Umbria,4.5<P<=6,Domenica,16,0.446
6,Umbria,4.5<P<=6,Domenica,17,0.455
6,Umbria,4.5<P<=6,Domenica,18,0.5
6,Umbria,4.5<P<=6,Domenica,19,0.593
6,Umbria,4.5<P<=6,Domenica,20,0.62
6,Umbria,4.5<P<=6,Domenica,21,0.625
6,Umbria,4.5<P<=6,Domenica,22,0.585
6,Umbria,4.5<P<=6,Domenica,23,0.501
6,Veneto,4.5<P<=6,Giorno feriale,0,0.506
6,Veneto,4.5<P<=6,Giorno feriale,1,0.439
6,Veneto,4.5<P<=6,Giorno feriale,2,0.406
6,Veneto,4.5<P<=6,Giorno feriale,3,0.387
6,Veneto,4.5<P<=6,Giorno feriale,4,0.375
6,Veneto,4.5<P<=6,Giorno feriale,5,0.365
6,Veneto,4.5<P<=6,Giorno feriale,6,0.36
6,Veneto,4.5<P<=6,Giorno feriale,7,0.388
6,Veneto,4.5<P<=6,Giorno feriale,8,0.391
6,Veneto,4.5<P<=6,Giorno feriale,9,0.387
6,Veneto,4.5<P<=6,Giorno feriale,10,0.381
6,Veneto,4.5<P<=6,Giorno feriale,11,0.392
6,Veneto,4.5<P<=6,Giorno feriale,12,0.429
6,Veneto,4.5<P<=6,Giorno feriale,13,0.449
6,Veneto,4.5<P<=6,Giorno feriale,14,0.456
6,Veneto,4.5<P<=6,Giorno feriale,15,0.448
6,Veneto,4.5<P<=6,Giorno feriale,16,0.446
6,Veneto,4.5<P<=6,Giorno feriale,17,0.469
6,Veneto,4.5<P<=6,Giorno feriale,18,0.541
6,Veneto,4.5<P<=6,Giorno feriale,19,0.674
6,Veneto,4.5<P<=6,Giorno feriale,20,0.734
6,Veneto,4.5<P<=6,Giorno feriale,21,0.769
6,Veneto,4.5<P<=6,Giorno feriale,22,0.721
6,Veneto,4.5<P<=6,Giorno feriale,23,0.612
6,Veneto,4.5<P<=6,Sabato,0,0.486
6,Veneto,4.5<P<=6,Sabato,1,0.424
6,Veneto,4.5<P<=6,Sabato,2,0.389
6,Veneto,4.5<P<=6,Sabato,3,0.37
6,Veneto,4.5<P<=6,Sabato,4,0.358
6,Veneto,4.5<P<=6,Sabato,5,0.347
6,Veneto,4.5<P<=6,Sabato,6,0.33
6,Veneto,4.5<P<=6,Sabato,7,0.347
6,Veneto,4.5<P<=6,Sabato,8,0.377
6,Veneto,4.5<P<=6,Sabato,9,0.391
6,Veneto,4.5<P<=6,Sabato,10,0.393
6,Veneto,4.5<P<=6,Sabato,11,0.404
6,Veneto,4.5<P<=6,Sabato,12,0.446
6,Veneto,4.5<P<=6,Sabato,13,0.46
6,Veneto,4.5<P<=6,Sabato,14,0.468
6,Veneto,4.5<P<=6,Sabato,15,0.461
6,Veneto,4.5<P<=6,Sabato,16,0.46
6,Veneto,4.5<P<=6,Sabato,17,0.479
6,Veneto,4.5<P<=6,Sabato,18,0.535
6,Veneto,4.5<P<=6,Sabato,19,0.633
6,Veneto,4.5<P<=6,Sabato,20,0.67
6,Veneto,4.5<P<=6,Sabato,21,0.685
6,Veneto,4.5<P<=6,Sabato,22,0.656
6,Veneto,4.5<P<=6,Sabato,23,0.591
6,Veneto,4.5<P<=6,Domenica,0,0.485
6,Veneto,4.5<P<=6,Domenica,1,0.421
6,Veneto,4.5<P<=6,Domenica,2,0.386
6,Veneto,4.5<P<=6,Domenica,3,0.366
6,Veneto,4.5<P<=6,Domenica,4,0.355
6,Veneto,4.5<P<=6,Domenica,5,0.344
6,Veneto,4.5<P<=6,Domenica,6,0.321
6,Veneto,4.5<P<=6,Domenica,7,0.322
6,Veneto,4.5<P<=6,Domenica,8,0.356
6,Veneto,4.5<P<=6,Domenica,9,0.392
6,Veneto,4.5<P<=6,Domenica,10,0.41
6,Veneto,4.5<P<=6,Domenica,11,0.432
6,Veneto,4.5<P<=6,Domenica,12,0.462
6,Veneto,4.5<P<=6,Domenica,13,0.45
6,Veneto,4.5<P<=6,Domenica,14,0.451
6,Veneto,4.5<P<=6,Domenica,15,0.447
6,Veneto,4.5<P<=6,Domenica,16,0.455
6,Veneto,4.5<P<=6,Domenica,17,0.482
6,Veneto,4.5<P<=6,Domenica,18,0.547
6,Veneto,4.5<P<=6,Domenica,19,0.646
6,Veneto,4.5<P<=6,Domenica,20,0.69
6,Veneto,4.5<P<=6,Domenica,21,0.72
6,Veneto,4.5<P<=6,Domenica,22,0.682
6,Veneto,4.5<P<=6,Domenica,23,0.586
7,Abruzzo,4.5<P<=6,Giorno feriale,0,0.534
7,Abruzzo,4.5<P<=6,Giorno feriale,1,0.466
7,Abruzzo,4.5<P<=6,Giorno feriale,2,0.426
7,Abruzzo,4.5<P<=6,Giorno feriale,3,0.405
7,Abruzzo,4.5<P<=6,Giorno feriale,4,0.391
7,Abruzzo,4.5<P<=6,Giorno feriale,5,0.388
7,Abruzzo,4.5<P<=6,Giorno feriale,6,0.384
7,Abruzzo,4.5<P<=6,Giorno feriale,7,0.403
7,Abruzzo,4.5<P<=6,Giorno feriale,8,0.42
7,Abruzzo,4.5<P<=6,Giorno feriale,9,0.427
7,Abruzzo,4.5<P<=6,Giorno feriale,10,0.428
7,Abruzzo,4.5<P<=6,Giorno feriale,11,0.442
7,Abruzzo,4.5<P<=6,Giorno feriale,12,0.48
7,Abruzzo,4.5<P<=6,Giorno feriale,13,0.515
7,Abruzzo,4.5<P<=6,Giorno feriale,14,0.532
7,Abruzzo,4.5<P<=6,Giorno feriale,15,0.523
7,Abruzzo,4.5<P<=6,Giorno feriale,16,0.51
7,Abruzzo,4.5<P<=6,Giorno feriale,17,0.518
7,Abruzzo,4.5<P<=6,Giorno feriale,18,0.562
7,Abruzzo,4.5<P<=6,Giorno feriale,19,0.666
7,Abruzzo,4.5<P<=6,Giorno feriale,20,0.745
7,Abruzzo,4.5<P<=6,Giorno feriale,21,0.763
7,Abruzzo,4.5<P<=6,Giorno feriale,22,0.717
7,Abruzzo,4.5<P<=6,Giorno feriale,23,0.624
7,Abruzzo,4.5<P<=6,Sabato,0,0.515
7,Abruzzo,4.5<P<=6,Sabato,1,0.455
7,Abruzzo,4.5<P<=6,Sabato,2,0.421
7,Abruzzo,4.5<P<=6,Sabato,3,0.4
7,Abruzzo,4.5<P<=6,Sabato,4,0.386
7,Abruzzo,4.5<P<=6,Sabato,5,0.381
7,Abruzzo,4.5<P<=6,Sabato,6,0.374
7,Abruzzo,4.5<P<=6,Sabato,7,0.389
7,Abruzzo,4.5<P<=6,Sabato,8,0.421
7,Abruzzo,4.5<P<=6,Sabato,9,0.447
7,Abruzzo,4.5<P<=6,Sabato,10,0.453
7,Abruzzo,4.5<P<=6,Sabato,11,0.461
7,Abruzzo,4.5<P<=6,Sabato,12,0.498
7,Abruzzo,4.5<P<=6,Sabato,13,0.533
7,Abruzzo,4.5<P<=6,Sabato,14,0.546
7,Abruzzo,4.5<P<=6,Sabato,15,0.538
7,Abruzzo,4.5<P<=6,Sabato,16,0.528
7,Abruzzo,4.5<P<=6,Sabato,17,0.536
7,Abruzzo,4.5<P<=6,Sabato,18,0.569
7,Abruzzo,4.5<P<=6,Sabato,19,0.643
7,Abruzzo,4.5<P<=6,Sabato,20,0.696
7,Abruzzo,4.5<P<=6,Sabato,21,0.691
7,Abruzzo,4.5<P<=6,Sabato,22,0.65
7,Abruzzo,4.5<P<=6,Sabato,23,0.584
7,Abruzzo,4.5<P<=6,Domenica,0,0.482
7,Abruzzo,4.5<P<=6,Domenica,1,0.432
7,Abruzzo,4.5<P<=6,Domenica,2,0.399
7,Abruzzo,4.5<P<=6,Domenica,3,0.378
7,Abruzzo,4.5<P<=6,Domenica,4,0.365
7,Abruzzo,4.5<P<=6,Domenica,5,0.361
7,Abruzzo,4.5<P<=6,Domenica,6,0.352
7,Abruzzo,4.5<P<=6,Domenica,7,0.355
7,Abruzzo,4.5<P<=6,Domenica,8,0.391
7,Abruzzo,4.5<P<=6,Domenica,9,0.429
7,Abruzzo,4.5<P<=6,Domenica,10,0.459
7,Abruzzo,4.5<P<=6,Domenica,11,0.484
7,Abruzzo,4.5<P<=6,Domenica,12,0.512
7,Abruzzo,4.5<P<=6,Domenica,13,0.498
7,Abruzzo,4.5<P<=6,Domenica,14,0.499
7,Abruzzo,4.5<P<=6,Domenica,15,0.497
7,Abruzzo,4.5<P<=6,Domenica,16,0.49
7,Abruzzo,4.5<P<=6,Domenica,17,0.508
7,Abruzzo,4.5<P<=6,Domenica,18,0.546
7,Abruzzo,4.5<P<=6,Domenica,19,0.625
7,Abruzzo,4.5<P<=6,Domenica,20,0.688
7,Abruzzo,4.5<P<=6,Domenica,21,0.705
7,Abruzzo,4.5<P<=6,Domenica,22,0.669
7,Abruzzo,4.5<P<=6,Domenica,23,0.597
7,Basilicata,4.5<P<=6,Giorno feriale,0,0.427
7,Basilicata,4.5<P<=6,Giorno feriale,1,0.369
