Mese,Regione,Classe potenza,Working day,Ora,Prelievo medio Orario Regionale (kWh)
1,Abruzzo,0<P<=1.5,Giorno feriale,0,0.0529
1,Abruzzo,0<P<=1.5,Giorno feriale,1,0.0475
1,Abruzzo,0<P<=1.5,Giorno feriale,2,0.0423
1,Abruzzo,0<P<=1.5,Giorno feriale,3,0.0399
1,Abruzzo,0<P<=1.5,Giorno feriale,4,0.039
1,Abruzzo,0<P<=1.5,Giorno feriale,5,0.0414
1,Abruzzo,0<P<=1.5,Giorno feriale,6,0.0482
1,Abruzzo,0<P<=1.5,Giorno feriale,7,0.0603
1,Abruzzo,0<P<=1.5,Giorno feriale,8,0.0636
1,Abruzzo,0<P<=1.5,Giorno feriale,9,0.0639
1,Abruzzo,0<P<=1.5,Giorno feriale,10,0.0629
1,Abruzzo,0<P<=1.5,Giorno feriale,11,0.0645
1,Abruzzo,0<P<=1.5,Giorno feriale,12,0.0666
1,Abruzzo,0<P<=1.5,Giorno feriale,13,0.0665
1,Abruzzo,0<P<=1.5,Giorno feriale,14,0.0667
1,Abruzzo,0<P<=1.5,Giorno feriale,15,0.0667
1,Abruzzo,0<P<=1.5,Giorno feriale,16,0.0696
1,Abruzzo,0<P<=1.5,Giorno feriale,17,0.0761
1,Abruzzo,0<P<=1.5,Giorno feriale,18,0.0798
1,Abruzzo,0<P<=1.5,Giorno feriale,19,0.0837
1,Abruzzo,0<P<=1.5,Giorno feriale,20,0.0844
1,Abruzzo,0<P<=1.5,Giorno feriale,21,0.0786
1,Abruzzo,0<P<=1.5,Giorno feriale,22,0.0693
1,Abruzzo,0<P<=1.5,Giorno feriale,23,0.0608
1,Abruzzo,0<P<=1.5,Sabato,0,0.0513
1,Abruzzo,0<P<=1.5,Sabato,1,0.0488
1,Abruzzo,0<P<=1.5,Sabato,2,0.0424
1,Abruzzo,0<P<=1.5,Sabato,3,0.0405
1,Abruzzo,0<P<=1.5,Sabato,4,0.0397
1,Abruzzo,0<P<=1.5,Sabato,5,0.0425
1,Abruzzo,0<P<=1.5,Sabato,6,0.0466
1,Abruzzo,0<P<=1.5,Sabato,7,0.0596
1,Abruzzo,0<P<=1.5,Sabato,8,0.067
1,Abruzzo,0<P<=1.5,Sabato,9,0.0665
1,Abruzzo,0<P<=1.5,Sabato,10,0.0673
1,Abruzzo,0<P<=1.5,Sabato,11,0.0716
1,Abruzzo,0<P<=1.5,Sabato,12,0.0718
1,Abruzzo,0<P<=1.5,Sabato,13,0.071
1,Abruzzo,0<P<=1.5,Sabato,14,0.0703
1,Abruzzo,0<P<=1.5,Sabato,15,0.07
1,Abruzzo,0<P<=1.5,Sabato,16,0.0714
1,Abruzzo,0<P<=1.5,Sabato,17,0.0784
1,Abruzzo,0<P<=1.5,Sabato,18,0.0832
1,Abruzzo,0<P<=1.5,Sabato,19,0.0821
1,Abruzzo,0<P<=1.5,Sabato,20,0.0813
1,Abruzzo,0<P<=1.5,Sabato,21,0.076
1,Abruzzo,0<P<=1.5,Sabato,22,0.0716
1,Abruzzo,0<P<=1.5,Sabato,23,0.0625
1,Abruzzo,0<P<=1.5,Domenica,0,0.0546
1,Abruzzo,0<P<=1.5,Domenica,1,0.0483
1,Abruzzo,0<P<=1.5,Domenica,2,0.0431
1,Abruzzo,0<P<=1.5,Domenica,3,0.0403
1,Abruzzo,0<P<=1.5,Domenica,4,0.041
1,Abruzzo,0<P<=1.5,Domenica,5,0.0427
1,Abruzzo,0<P<=1.5,Domenica,6,0.0445
1,Abruzzo,0<P<=1.5,Domenica,7,0.0526
1,Abruzzo,0<P<=1.5,Domenica,8,0.0612
1,Abruzzo,0<P<=1.5,Domenica,9,0.0655
1,Abruzzo,0<P<=1.5,Domenica,10,0.0705
1,Abruzzo,0<P<=1.5,Domenica,11,0.0738
1,Abruzzo,0<P<=1.5,Domenica,12,0.0715
1,Abruzzo,0<P<=1.5,Domenica,13,0.0682
1,Abruzzo,0<P<=1.5,Domenica,14,0.0698
1,Abruzzo,0<P<=1.5,Domenica,15,0.0692
1,Abruzzo,0<P<=1.5,Domenica,16,0.0726
1,Abruzzo,0<P<=1.5,Domenica,17,0.0809
1,Abruzzo,0<P<=1.5,Domenica,18,0.0796
1,Abruzzo,0<P<=1.5,Domenica,19,0.0794
1,Abruzzo,0<P<=1.5,Domenica,20,0.078
1,Abruzzo,0<P<=1.5,Domenica,21,0.0741
1,Abruzzo,0<P<=1.5,Domenica,22,0.0669
1,Abruzzo,0<P<=1.5,Domenica,23,0.0595
1,Basilicata,0<P<=1.5,Giorno feriale,0,0.0427
1,Basilicata,0<P<=1.5,Giorno feriale,1,0.0374
1,Basilicata,0<P<=1.5,Giorno feriale,2,0.0349
1,Basilicata,0<P<=1.5,Giorno feriale,3,0.034
1,Basilicata,0<P<=1.5,Giorno feriale,4,0.0356
1,Basilicata,0<P<=1.5,Giorno feriale,5,0.0378
1,Basilicata,0<P<=1.5,Giorno feriale,6,0.0456
1,Basilicata,0<P<=1.5,Giorno feriale,7,0.0551
1,Basilicata,0<P<=1.5,Giorno feriale,8,0.0707
1,Basilicata,0<P<=1.5,Giorno feriale,9,0.0744
1,Basilicata,0<P<=1.5,Giorno feriale,10,0.0723
1,Basilicata,0<P<=1.5,Giorno feriale,11,0.0716
1,Basilicata,0<P<=1.5,Giorno feriale,12,0.0748
1,Basilicata,0<P<=1.5,Giorno feriale,13,0.0744
1,Basilicata,0<P<=1.5,Giorno feriale,14,0.0757
1,Basilicata,0<P<=1.5,Giorno feriale,15,0.0732
1,Basilicata,0<P<=1.5,Giorno feriale,16,0.0744
1,Basilicata,0<P<=1.5,Giorno feriale,17,0.0815
1,Basilicata,0<P<=1.5,Giorno feriale,18,0.0854
1,Basilicata,0<P<=1.5,Giorno feriale,19,0.0856
1,Basilicata,0<P<=1.5,Giorno feriale,20,0.0816
1,Basilicata,0<P<=1.5,Giorno feriale,21,0.0735
1,Basilicata,0<P<=1.5,Giorno feriale,22,0.0643
1,Basilicata,0<P<=1.5,Giorno feriale,23,0.0535
1,Basilicata,0<P<=1.5,Sabato,0,0.0458
1,Basilicata,0<P<=1.5,Sabato,1,0.0402
1,Basilicata,0<P<=1.5,Sabato,2,0.0358
1,Basilicata,0<P<=1.5,Sabato,3,0.0352
1,Basilicata,0<P<=1.5,Sabato,4,0.0356
1,Basilicata,0<P<=1.5,Sabato,5,0.0394
1,Basilicata,0<P<=1.5,Sabato,6,0.0456
1,Basilicata,0<P<=1.5,Sabato,7,0.056
1,Basilicata,0<P<=1.5,Sabato,8,0.0714
1,Basilicata,0<P<=1.5,Sabato,9,0.082
1,Basilicata,0<P<=1.5,Sabato,10,0.0812
1,Basilicata,0<P<=1.5,Sabato,11,0.0778
1,Basilicata,0<P<=1.5,Sabato,12,0.0784
1,Basilicata,0<P<=1.5,Sabato,13,0.076
1,Basilicata,0<P<=1.5,Sabato,14,0.0768
1,Basilicata,0<P<=1.5,Sabato,15,0.0764
1,Basilicata,0<P<=1.5,Sabato,16,0.0774
1,Basilicata,0<P<=1.5,Sabato,17,0.0828
1,Basilicata,0<P<=1.5,Sabato,18,0.0852
1,Basilicata,0<P<=1.5,Sabato,19,0.0848
1,Basilicata,0<P<=1.5,Sabato,20,0.0812
1,Basilicata,0<P<=1.5,Sabato,21,0.0716
1,Basilicata,0<P<=1.5,Sabato,22,0.0672
1,Basilicata,0<P<=1.5,Sabato,23,0.0574
1,Basilicata,0<P<=1.5,Domenica,0,0.0476
1,Basilicata,0<P<=1.5,Domenica,1,0.04
1,Basilicata,0<P<=1.5,Domenica,2,0.0359
1,Basilicata,0<P<=1.5,Domenica,3,0.0351
1,Basilicata,0<P<=1.5,Domenica,4,0.0356
1,Basilicata,0<P<=1.5,Domenica,5,0.0386
1,Basilicata,0<P<=1.5,Domenica,6,0.0431
1,Basilicata,0<P<=1.5,Domenica,7,0.0517
1,Basilicata,0<P<=1.5,Domenica,8,0.0671
1,Basilicata,0<P<=1.5,Domenica,9,0.0793
1,Basilicata,0<P<=1.5,Domenica,10,0.0826
1,Basilicata,0<P<=1.5,Domenica,11,0.0831
1,Basilicata,0<P<=1.5,Domenica,12,0.0847
1,Basilicata,0<P<=1.5,Domenica,13,0.0776
1,Basilicata,0<P<=1.5,Domenica,14,0.0786
1,Basilicata,0<P<=1.5,Domenica,15,0.074
1,Basilicata,0<P<=1.5,Domenica,16,0.0746
1,Basilicata,0<P<=1.5,Domenica,17,0.0777
1,Basilicata,0<P<=1.5,Domenica,18,0.0804
1,Basilicata,0<P<=1.5,Domenica,19,0.0816
1,Basilicata,0<P<=1.5,Domenica,20,0.0789
1,Basilicata,0<P<=1.5,Domenica,21,0.0701
1,Basilicata,0<P<=1.5,Domenica,22,0.0631
1,Basilicata,0<P<=1.5,Domenica,23,0.053
1,Calabria,0<P<=1.5,Giorno feriale,0,0.0839
1,Calabria,0<P<=1.5,Giorno feriale,1,0.0722
1,Calabria,0<P<=1.5,Giorno feriale,2,0.066
1,Calabria,0<P<=1.5,Giorno feriale,3,0.0642
1,Calabria,0<P<=1.5,Giorno feriale,4,0.066
1,Calabria,0<P<=1.5,Giorno feriale,5,0.0759
1,Calabria,0<P<=1.5,Giorno feriale,6,0.0998
1,Calabria,0<P<=1.5,Giorno feriale,7,0.1289
1,Calabria,0<P<=1.5,Giorno feriale,8,0.1411
1,Calabria,0<P<=1.5,Giorno feriale,9,0.1373
1,Calabria,0<P<=1.5,Giorno feriale,10,0.1294
1,Calabria,0<P<=1.5,Giorno feriale,11,0.1268
1,Calabria,0<P<=1.5,Giorno feriale,12,0.1324
1,Calabria,0<P<=1.5,Giorno feriale,13,0.1353
1,Calabria,0<P<=1.5,Giorno feriale,14,0.1335
1,Calabria,0<P<=1.5,Giorno feriale,15,0.1312
1,Calabria,0<P<=1.5,Giorno feriale,16,0.1369
1,Calabria,0<P<=1.5,Giorno feriale,17,0.1552
1,Calabria,0<P<=1.5,Giorno feriale,18,0.165
1,Calabria,0<P<=1.5,Giorno feriale,19,0.1666
1,Calabria,0<P<=1.5,Giorno feriale,20,0.1629
1,Calabria,0<P<=1.5,Giorno feriale,21,0.1506
1,Calabria,0<P<=1.5,Giorno feriale,22,0.1292
1,Calabria,0<P<=1.5,Giorno feriale,23,0.1046
1,Calabria,0<P<=1.5,Sabato,0,0.085
1,Calabria,0<P<=1.5,Sabato,1,0.073
1,Calabria,0<P<=1.5,Sabato,2,0.0671
1,Calabria,0<P<=1.5,Sabato,3,0.0646
1,Calabria,0<P<=1.5,Sabato,4,0.0668
1,Calabria,0<P<=1.5,Sabato,5,0.0758
1,Calabria,0<P<=1.5,Sabato,6,0.0955
1,Calabria,0<P<=1.5,Sabato,7,0.1221
1,Calabria,0<P<=1.5,Sabato,8,0.1411
1,Calabria,0<P<=1.5,Sabato,9,0.1434
1,Calabria,0<P<=1.5,Sabato,10,0.1407
1,Calabria,0<P<=1.5,Sabato,11,0.1373
1,Calabria,0<P<=1.5,Sabato,12,0.1369
1,Calabria,0<P<=1.5,Sabato,13,0.1392
1,Calabria,0<P<=1.5,Sabato,14,0.1386
1,Calabria,0<P<=1.5,Sabato,15,0.1358
1,Calabria,0<P<=1.5,Sabato,16,0.1403
1,Calabria,0<P<=1.5,Sabato,17,0.1567
1,Calabria,0<P<=1.5,Sabato,18,0.1648
1,Calabria,0<P<=1.5,Sabato,19,0.1659
1,Calabria,0<P<=1.5,Sabato,20,0.1618
1,Calabria,0<P<=1.5,Sabato,21,0.1481
1,Calabria,0<P<=1.5,Sabato,22,0.1303
1,Calabria,0<P<=1.5,Sabato,23,0.1075
1,Calabria,0<P<=1.5,Domenica,0,0.0887
1,Calabria,0<P<=1.5,Domenica,1,0.0755
1,Calabria,0<P<=1.5,Domenica,2,0.0681
1,Calabria,0<P<=1.5,Domenica,3,0.0653
1,Calabria,0<P<=1.5,Domenica,4,0.0655
1,Calabria,0<P<=1.5,Domenica,5,0.071
1,Calabria,0<P<=1.5,Domenica,6,0.0876
1,Calabria,0<P<=1.5,Domenica,7,0.1141
1,Calabria,0<P<=1.5,Domenica,8,0.1397
1,Calabria,0<P<=1.5,Domenica,9,0.1467
1,Calabria,0<P<=1.5,Domenica,10,0.148
1,Calabria,0<P<=1.5,Domenica,11,0.1472
1,Calabria,0<P<=1.5,Domenica,12,0.1467
1,Calabria,0<P<=1.5,Domenica,13,0.144
1,Calabria,0<P<=1.5,Domenica,14,0.1373
1,Calabria,0<P<=1.5,Domenica,15,0.1366
1,Calabria,0<P<=1.5,Domenica,16,0.1434
1,Calabria,0<P<=1.5,Domenica,17,0.1553
1,Calabria,0<P<=1.5,Domenica,18,0.1613
1,Calabria,0<P<=1.5,Domenica,19,0.1599
1,Calabria,0<P<=1.5,Domenica,20,0.1546
1,Calabria,0<P<=1.5,Domenica,21,0.141
1,Calabria,0<P<=1.5,Domenica,22,0.1217
1,Calabria,0<P<=1.5,Domenica,23,0.1004
1,Campania,0<P<=1.5,Giorno feriale,0,0.0804
1,Campania,0<P<=1.5,Giorno feriale,1,0.0685
1,Campania,0<P<=1.5,Giorno feriale,2,0.0609
1,Campania,0<P<=1.5,Giorno feriale,3,0.058
1,Campania,0<P<=1.5,Giorno feriale,4,0.0583
1,Campania,0<P<=1.5,Giorno feriale,5,0.063
1,Campania,0<P<=1.5,Giorno feriale,6,0.0752
1,Campania,0<P<=1.5,Giorno feriale,7,0.0971
1,Campania,0<P<=1.5,Giorno feriale,8,0.1107
1,Campania,0<P<=1.5,Giorno feriale,9,0.1116
1,Campania,0<P<=1.5,Giorno feriale,10,0.1078
1,Campania,0<P<=1.5,Giorno feriale,11,0.1069
1,Campania,0<P<=1.5,Giorno feriale,12,0.1118
1,Campania,0<P<=1.5,Giorno feriale,13,0.1177
1,Campania,0<P<=1.5,Giorno feriale,14,0.1155
1,Campania,0<P<=1.5,Giorno feriale,15,0.1133
1,Campania,0<P<=1.5,Giorno feriale,16,0.1174
1,Campania,0<P<=1.5,Giorno feriale,17,0.1334
1,Campania,0<P<=1.5,Giorno feriale,18,0.1446
1,Campania,0<P<=1.5,Giorno feriale,19,0.151
1,Campania,0<P<=1.5,Giorno feriale,20,0.1512
1,Campania,0<P<=1.5,Giorno feriale,21,0.1394
1,Campania,0<P<=1.5,Giorno feriale,22,0.121
1,Campania,0<P<=1.5,Giorno feriale,23,0.0995
1,Campania,0<P<=1.5,Sabato,0,0.0804
1,Campania,0<P<=1.5,Sabato,1,0.0691
1,Campania,0<P<=1.5,Sabato,2,0.0628
1,Campania,0<P<=1.5,Sabato,3,0.0596
1,Campania,0<P<=1.5,Sabato,4,0.0598
1,Campania,0<P<=1.5,Sabato,5,0.0627
1,Campania,0<P<=1.5,Sabato,6,0.0736
1,Campania,0<P<=1.5,Sabato,7,0.0917
1,Campania,0<P<=1.5,Sabato,8,0.1108
1,Campania,0<P<=1.5,Sabato,9,0.1182
1,Campania,0<P<=1.5,Sabato,10,0.1163
1,Campania,0<P<=1.5,Sabato,11,0.1136
1,Campania,0<P<=1.5,Sabato,12,0.1183
1,Campania,0<P<=1.5,Sabato,13,0.1232
1,Campania,0<P<=1.5,Sabato,14,0.1221
1,Campania,0<P<=1.5,Sabato,15,0.1198
1,Campania,0<P<=1.5,Sabato,16,0.1219
1,Campania,0<P<=1.5,Sabato,17,0.1367
1,Campania,0<P<=1.5,Sabato,18,0.1428
1,Campania,0<P<=1.5,Sabato,19,0.1501
1,Campania,0<P<=1.5,Sabato,20,0.1465
1,Campania,0<P<=1.5,Sabato,21,0.1362
1,Campania,0<P<=1.5,Sabato,22,0.1217
1,Campania,0<P<=1.5,Sabato,23,0.1042
1,Campania,0<P<=1.5,Domenica,0,0.0876
1,Campania,0<P<=1.5,Domenica,1,0.0734
1,Campania,0<P<=1.5,Domenica,2,0.0647
1,Campania,0<P<=1.5,Domenica,3,0.0595
1,Campania,0<P<=1.5,Domenica,4,0.0589
1,Campania,0<P<=1.5,Domenica,5,0.0621
1,Campania,0<P<=1.5,Domenica,6,0.069
1,Campania,0<P<=1.5,Domenica,7,0.0846
1,Campania,0<P<=1.5,Domenica,8,0.1039
1,Campania,0<P<=1.5,Domenica,9,0.1171
1,Campania,0<P<=1.5,Domenica,10,0.124
1,Campania,0<P<=1.5,Domenica,11,0.1267
1,Campania,0<P<=1.5,Domenica,12,0.1316
1,Campania,0<P<=1.5,Domenica,13,0.1301
1,Campania,0<P<=1.5,Domenica,14,0.1223
1,Campania,0<P<=1.5,Domenica,15,0.1172
1,Campania,0<P<=1.5,Domenica,16,0.1205
1,Campania,0<P<=1.5,Domenica,17,0.1321
1,Campania,0<P<=1.5,Domenica,18,0.1375
1,Campania,0<P<=1.5,Domenica,19,0.1406
1,Campania,0<P<=1.5,Domenica,20,0.1401
1,Campania,0<P<=1.5,Domenica,21,0.13
1,Campania,0<P<=1.5,Domenica,22,0.1139
1,Campania,0<P<=1.5,Domenica,23,0.0955
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,0,0.0707
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,1,0.064
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,2,0.0598
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,3,0.0571
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,4,0.058
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,5,0.0613
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,6,0.0674
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,7,0.0738
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,8,0.0711
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,9,0.0748
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,10,0.0752
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,11,0.0758
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,12,0.0779
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,13,0.078
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,14,0.0777
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,15,0.0798
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,16,0.0849
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,17,0.0966
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,18,0.1054
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,19,0.1083
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,20,0.1067
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,21,0.1021
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,22,0.0919
1,Emilia-Romagna,0<P<=1.5,Giorno feriale,23,0.0817
1,Emilia-Romagna,0<P<=1.5,Sabato,0,0.0728
1,Emilia-Romagna,0<P<=1.5,Sabato,1,0.0649
1,Emilia-Romagna,0<P<=1.5,Sabato,2,0.0602
1,Emilia-Romagna,0<P<=1.5,Sabato,3,0.0571
1,Emilia-Romagna,0<P<=1.5,Sabato,4,0.0561
1,Emilia-Romagna,0<P<=1.5,Sabato,5,0.0588
1,Emilia-Romagna,0<P<=1.5,Sabato,6,0.0622
1,Emilia-Romagna,0<P<=1.5,Sabato,7,0.0694
1,Emilia-Romagna,0<P<=1.5,Sabato,8,0.0727
1,Emilia-Romagna,0<P<=1.5,Sabato,9,0.0783
1,Emilia-Romagna,0<P<=1.5,Sabato,10,0.0801
1,Emilia-Romagna,0<P<=1.5,Sabato,11,0.0852
1,Emilia-Romagna,0<P<=1.5,Sabato,12,0.0882
1,Emilia-Romagna,0<P<=1.5,Sabato,13,0.0829
1,Emilia-Romagna,0<P<=1.5,Sabato,14,0.0836
1,Emilia-Romagna,0<P<=1.5,Sabato,15,0.0862
1,Emilia-Romagna,0<P<=1.5,Sabato,16,0.0913
1,Emilia-Romagna,0<P<=1.5,Sabato,17,0.1034
1,Emilia-Romagna,0<P<=1.5,Sabato,18,0.1087
1,Emilia-Romagna,0<P<=1.5,Sabato,19,0.1072
1,Emilia-Romagna,0<P<=1.5,Sabato,20,0.1047
1,Emilia-Romagna,0<P<=1.5,Sabato,21,0.0996
1,Emilia-Romagna,0<P<=1.5,Sabato,22,0.0925
1,Emilia-Romagna,0<P<=1.5,Sabato,23,0.0836
1,Emilia-Romagna,0<P<=1.5,Domenica,0,0.0738
1,Emilia-Romagna,0<P<=1.5,Domenica,1,0.0674
1,Emilia-Romagna,0<P<=1.5,Domenica,2,0.0619
1,Emilia-Romagna,0<P<=1.5,Domenica,3,0.0573
1,Emilia-Romagna,0<P<=1.5,Domenica,4,0.0564
1,Emilia-Romagna,0<P<=1.5,Domenica,5,0.0584
1,Emilia-Romagna,0<P<=1.5,Domenica,6,0.0624
1,Emilia-Romagna,0<P<=1.5,Domenica,7,0.0669
1,Emilia-Romagna,0<P<=1.5,Domenica,8,0.0709
1,Emilia-Romagna,0<P<=1.5,Domenica,9,0.0812
1,Emilia-Romagna,0<P<=1.5,Domenica,10,0.0878
1,Emilia-Romagna,0<P<=1.5,Domenica,11,0.0885
1,Emilia-Romagna,0<P<=1.5,Domenica,12,0.0919
1,Emilia-Romagna,0<P<=1.5,Domenica,13,0.0884
1,Emilia-Romagna,0<P<=1.5,Domenica,14,0.0842
1,Emilia-Romagna,0<P<=1.5,Domenica,15,0.0845
1,Emilia-Romagna,0<P<=1.5,Domenica,16,0.092
1,Emilia-Romagna,0<P<=1.5,Domenica,17,0.102
1,Emilia-Romagna,0<P<=1.5,Domenica,18,0.1075
1,Emilia-Romagna,0<P<=1.5,Domenica,19,0.1067
1,Emilia-Romagna,0<P<=1.5,Domenica,20,0.1033
1,Emilia-Romagna,0<P<=1.5,Domenica,21,0.098
1,Emilia-Romagna,0<P<=1.5,Domenica,22,0.088
1,Emilia-Romagna,0<P<=1.5,Domenica,23,0.077
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,0,0.0409
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,1,0.0371
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,2,0.0374
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,3,0.0375
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,4,0.0375
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,5,0.042
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,6,0.0508
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,7,0.0621
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,8,0.0618
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,9,0.0594
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,10,0.0587
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,11,0.0601
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,12,0.0622
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,13,0.0609
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,14,0.0626
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,15,0.0622
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,16,0.0626
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,17,0.072
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,18,0.0785
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,19,0.0724
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,20,0.0699
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,21,0.066
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,22,0.0574
1,Friuli-Venezia Giulia,0<P<=1.5,Giorno feriale,23,0.0477
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,0,0.0386
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,1,0.035
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,2,0.0358
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,3,0.0354
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,4,0.0343
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,5,0.0395
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,6,0.048
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,7,0.0577
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,8,0.0623
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,9,0.062
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,10,0.0599
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,11,0.0689
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,12,0.0704
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,13,0.0679
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,14,0.0646
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,15,0.0701
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,16,0.0713
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,17,0.0708
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,18,0.0764
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,19,0.0742
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,20,0.0665
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,21,0.0631
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,22,0.0555
1,Friuli-Venezia Giulia,0<P<=1.5,Sabato,23,0.0457
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,0,0.0402
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,1,0.0342
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,2,0.0326
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,3,0.0315
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,4,0.0333
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,5,0.0376
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,6,0.0419
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,7,0.0487
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,8,0.0565
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,9,0.0592
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,10,0.0605
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,11,0.0618
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,12,0.0668
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,13,0.0608
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,14,0.0557
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,15,0.0554
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,16,0.0586
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,17,0.0667
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,18,0.071
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,19,0.0695
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,20,0.0633
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,21,0.0644
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,22,0.0514
1,Friuli-Venezia Giulia,0<P<=1.5,Domenica,23,0.0411
1,Lazio,0<P<=1.5,Giorno feriale,0,0.0687
1,Lazio,0<P<=1.5,Giorno feriale,1,0.0602
1,Lazio,0<P<=1.5,Giorno feriale,2,0.0544
1,Lazio,0<P<=1.5,Giorno feriale,3,0.0522
1,Lazio,0<P<=1.5,Giorno feriale,4,0.0535
1,Lazio,0<P<=1.5,Giorno feriale,5,0.0581
1,Lazio,0<P<=1.5,Giorno feriale,6,0.071
1,Lazio,0<P<=1.5,Giorno feriale,7,0.0844
1,Lazio,0<P<=1.5,Giorno feriale,8,0.0959
1,Lazio,0<P<=1.5,Giorno feriale,9,0.0962
